aerolinea,origen,destino,distancia_km,retraso,anio,mes,es_fin_semana,bloque_horario
IB,GRU,MIA,11012,0,2038,4,0,madrugada
AA,AEP,MIA,7229,0,2038,4,0,madrugada
AR,MAD,MIA,4045,0,2038,4,0,madrugada
LA,MAD,AEP,1303,1,2038,4,0,madrugada
AA,AEP,MIA,4555,1,2038,4,0,madrugada
LA,GRU,MIA,2305,0,2038,4,0,mañana
IB,MAD,AEP,8801,0,2038,4,0,mañana
AR,AEP,MAD,9421,0,2038,4,0,mañana
IB,GRU,MIA,1064,0,2038,4,0,mañana
AR,MIA,AEP,9008,0,2038,4,0,mañana
LA,MAD,AEP,10885,0,2038,4,0,mañana
LA,EZE,MIA,6041,1,2038,4,0,tarde
LA,MAD,EZE,10403,0,2038,4,0,tarde
G3,AEP,MIA,5418,1,2038,4,0,tarde
IB,EZE,GRU,4886,1,2038,4,0,tarde
G3,EZE,AEP,3439,1,2038,4,0,tarde
AA,MAD,MIA,5916,1,2038,4,0,tarde
G3,AEP,MAD,7807,1,2038,4,0,noche
LA,MIA,AEP,3769,0,2038,4,0,noche
AR,GRU,EZE,5667,1,2038,4,0,noche
IB,GRU,MIA,11088,0,2038,4,0,noche
IB,EZE,GRU,11422,0,2038,4,0,madrugada
IB,EZE,MIA,8671,0,2038,4,0,madrugada
AA,EZE,GRU,7735,0,2038,4,0,madrugada
IB,MIA,EZE,2469,0,2038,4,0,madrugada
AA,GRU,EZE,2283,0,2038,4,0,madrugada
LA,MAD,AEP,6782,0,2038,4,0,madrugada
AR,GRU,AEP,1490,0,2038,4,0,madrugada
LA,MAD,MIA,2952,0,2038,4,0,madrugada
G3,GRU,MIA,5275,1,2038,4,0,mañana
IB,MIA,MAD,515,0,2038,4,0,mañana
G3,GRU,MAD,7497,1,2038,4,0,mañana
AA,EZE,MIA,5710,0,2038,4,0,mañana
LA,MAD,EZE,9229,0,2038,4,0,mañana
IB,MIA,MAD,6328,0,2038,4,0,mañana
AA,AEP,GRU,5196,0,2038,4,0,tarde
LA,EZE,MIA,10024,1,2038,4,0,tarde
LA,EZE,AEP,11056,0,2038,4,0,tarde
AA,MIA,EZE,1658,0,2038,4,0,tarde
AR,GRU,EZE,3790,0,2038,4,0,tarde
LA,GRU,EZE,6993,1,2038,4,0,tarde
IB,GRU,MIA,4458,1,2038,4,0,noche
G3,MIA,EZE,2471,1,2038,4,0,noche
AA,AEP,MAD,8252,1,2038,4,0,noche
AR,AEP,GRU,9579,0,2038,4,0,noche
LA,AEP,MIA,6329,0,2038,4,0,madrugada
G3,EZE,GRU,3851,1,2038,4,0,madrugada
AR,MAD,AEP,9522,0,2038,4,0,madrugada
AA,MAD,AEP,1006,0,2038,4,0,madrugada
LA,GRU,MAD,4830,0,2038,4,0,madrugada
LA,AEP,MAD,9673,0,2038,4,0,madrugada
AA,MIA,GRU,4316,0,2038,4,0,madrugada
G3,EZE,AEP,2556,1,2038,4,0,madrugada
G3,MIA,EZE,3864,1,2038,4,0,mañana
IB,MIA,EZE,5989,0,2038,4,0,mañana
LA,GRU,EZE,5903,0,2038,4,0,mañana
AA,MIA,EZE,3086,0,2038,4,0,mañana
LA,EZE,AEP,2850,1,2038,4,0,mañana
IB,MIA,AEP,3673,0,2038,4,0,mañana
IB,MIA,GRU,7888,0,2038,4,0,tarde
AR,MIA,AEP,10820,0,2038,4,0,tarde
LA,EZE,MAD,4317,0,2038,4,0,tarde
AA,MAD,AEP,1095,1,2038,4,0,tarde
AR,GRU,MAD,4279,0,2038,4,0,tarde
AA,EZE,MAD,9332,1,2038,4,0,tarde
IB,EZE,MAD,8165,1,2038,4,0,noche
G3,MIA,EZE,6180,0,2038,4,0,noche
G3,MIA,EZE,11534,1,2038,4,0,noche
AA,EZE,AEP,4684,0,2038,4,0,noche
AA,GRU,MAD,8605,0,2038,4,0,madrugada
G3,EZE,MAD,9731,0,2038,4,0,madrugada
AR,GRU,EZE,950,0,2038,4,0,madrugada
G3,EZE,AEP,10842,0,2038,4,0,madrugada
IB,EZE,MAD,5190,0,2038,4,0,madrugada
LA,MAD,MIA,8636,0,2038,4,0,madrugada
AA,GRU,EZE,11113,0,2038,4,0,madrugada
AR,MIA,MAD,1607,0,2038,4,0,madrugada
IB,GRU,MIA,9483,0,2038,4,0,mañana
LA,GRU,MIA,9897,0,2038,4,0,mañana
AR,GRU,EZE,11058,0,2038,4,0,mañana
AA,AEP,EZE,3977,0,2038,4,0,mañana
AR,GRU,MAD,1309,0,2038,4,0,mañana
IB,MAD,AEP,4855,0,2038,4,0,mañana
G3,GRU,MIA,4789,1,2038,4,0,tarde
AA,AEP,GRU,1063,1,2038,4,0,tarde
LA,MAD,MIA,1624,1,2038,4,0,tarde
AA,MIA,AEP,2181,0,2038,4,0,tarde
IB,AEP,MIA,4354,1,2038,4,0,tarde
LA,EZE,AEP,1739,0,2038,4,0,tarde
IB,MAD,EZE,7305,1,2038,4,0,noche
AA,MAD,MIA,4942,1,2038,4,0,noche
AR,EZE,MIA,4577,1,2038,4,0,noche
IB,MAD,EZE,2118,0,2038,4,0,noche
G3,MAD,AEP,4262,0,2038,4,0,madrugada
G3,MAD,EZE,4778,1,2038,4,0,madrugada
AA,MIA,EZE,4217,0,2038,4,0,madrugada
LA,MAD,EZE,1779,0,2038,4,0,madrugada
AR,MIA,GRU,10999,0,2038,4,0,madrugada
LA,GRU,MAD,9971,0,2038,4,0,madrugada
IB,MAD,MIA,5230,0,2038,4,0,madrugada
AA,MIA,MAD,11673,1,2038,4,0,madrugada
AR,AEP,EZE,7099,0,2038,4,0,mañana
AA,EZE,MAD,9976,0,2038,4,0,mañana
AA,MIA,EZE,5290,0,2038,4,0,mañana
AA,EZE,GRU,8575,0,2038,4,0,mañana
LA,MAD,AEP,1470,0,2038,4,0,mañana
IB,MIA,AEP,7863,0,2038,4,0,mañana
IB,GRU,MAD,11771,0,2038,4,0,tarde
LA,EZE,AEP,9143,0,2038,4,0,tarde
G3,MIA,AEP,3217,1,2038,4,0,tarde
AR,GRU,MIA,5666,1,2038,4,0,tarde
AR,MAD,GRU,5976,0,2038,4,0,tarde
LA,EZE,MAD,4029,0,2038,4,0,tarde
AA,GRU,AEP,2200,1,2038,4,0,noche
AA,GRU,MAD,11939,1,2038,4,0,noche
IB,EZE,AEP,7889,1,2038,4,0,noche
LA,EZE,GRU,10962,0,2038,4,0,noche
G3,MAD,MIA,5511,1,2038,4,0,madrugada
G3,AEP,MAD,7838,1,2038,4,0,madrugada
AR,MAD,GRU,11506,0,2038,4,1,madrugada
AR,MIA,EZE,5827,0,2038,4,1,madrugada
AA,MAD,EZE,1368,0,2038,4,1,madrugada
AA,MIA,EZE,10529,0,2038,4,1,madrugada
LA,EZE,MIA,3286,0,2038,4,1,madrugada
AA,AEP,GRU,6736,1,2038,4,1,madrugada
AA,GRU,MAD,8040,0,2038,4,1,mañana
IB,GRU,EZE,2323,1,2038,4,1,mañana
LA,AEP,MIA,7043,0,2038,4,1,mañana
AR,MAD,GRU,7878,0,2038,4,1,mañana
LA,MAD,GRU,537,0,2038,4,1,mañana
G3,MAD,AEP,9344,1,2038,4,1,mañana
AA,MAD,EZE,1247,0,2038,4,1,tarde
AR,MIA,AEP,2026,0,2038,4,1,tarde
LA,EZE,MAD,10717,0,2038,4,1,tarde
AR,GRU,AEP,11811,0,2038,4,1,tarde
AA,EZE,MIA,4852,0,2038,4,1,tarde
AR,EZE,GRU,9901,1,2038,4,1,tarde
AR,MIA,MAD,2367,1,2038,4,1,noche
AR,GRU,AEP,3771,1,2038,4,1,noche
G3,GRU,AEP,5279,0,2038,4,1,noche
IB,MIA,EZE,8420,0,2038,4,1,noche
LA,EZE,MAD,4923,0,2038,4,1,madrugada
AR,EZE,MIA,9141,0,2038,4,1,madrugada
G3,EZE,GRU,1922,1,2038,4,1,madrugada
AR,AEP,GRU,1995,0,2038,4,1,madrugada
AR,GRU,MAD,2324,0,2038,4,1,madrugada
IB,GRU,EZE,10936,0,2038,4,1,madrugada
G3,AEP,EZE,6616,1,2038,4,1,madrugada
IB,MIA,GRU,6243,0,2038,4,1,madrugada
G3,MAD,MIA,2307,0,2038,4,1,mañana
LA,EZE,MAD,3152,1,2038,4,1,mañana
LA,GRU,AEP,1878,0,2038,4,1,mañana
IB,MAD,MIA,11075,0,2038,4,1,mañana
LA,GRU,EZE,10411,0,2038,4,1,mañana
AR,GRU,MIA,5223,0,2038,4,1,mañana
LA,MAD,MIA,11008,0,2038,4,1,tarde
LA,MAD,EZE,7034,0,2038,4,1,tarde
LA,MIA,MAD,2841,0,2038,4,1,tarde
AR,MAD,GRU,4779,0,2038,4,1,tarde
G3,GRU,EZE,1765,1,2038,4,1,tarde
LA,AEP,MIA,10617,0,2038,4,1,tarde
LA,MAD,AEP,1871,1,2038,4,1,noche
AA,MAD,MIA,10622,1,2038,4,1,noche
AA,MAD,EZE,4253,1,2038,4,1,noche
G3,MIA,GRU,5369,1,2038,4,1,noche
LA,MAD,MIA,7675,0,2038,4,1,madrugada
LA,GRU,AEP,6451,0,2038,4,1,madrugada
G3,MIA,EZE,9445,1,2038,4,0,madrugada
G3,MIA,EZE,8951,1,2038,4,0,madrugada
AA,MIA,MAD,6645,0,2038,4,0,madrugada
AR,MAD,MIA,8871,0,2038,4,0,madrugada
G3,MIA,MAD,4627,1,2038,4,0,madrugada
AA,EZE,MAD,8361,0,2038,4,0,madrugada
IB,EZE,AEP,1833,0,2038,4,0,mañana
AR,EZE,GRU,10291,1,2038,4,0,mañana
AA,AEP,GRU,3246,0,2038,4,0,mañana
G3,AEP,MIA,2520,1,2038,4,0,mañana
IB,AEP,MIA,9990,0,2038,4,0,mañana
IB,MAD,MIA,1628,1,2038,4,0,mañana
G3,AEP,MAD,1760,1,2038,4,0,tarde
G3,MAD,GRU,4110,1,2038,4,0,tarde
IB,MAD,GRU,2953,0,2038,4,0,tarde
AR,AEP,MAD,5298,1,2038,4,0,tarde
IB,GRU,EZE,7404,1,2038,4,0,tarde
G3,MAD,MIA,1922,1,2038,4,0,tarde
AR,AEP,MAD,5842,1,2038,4,0,noche
AA,MAD,EZE,3605,1,2038,4,0,noche
LA,MAD,EZE,4023,1,2038,4,0,noche
LA,EZE,AEP,5139,0,2038,4,0,noche
LA,EZE,MIA,9434,0,2038,4,0,madrugada
AA,MAD,MIA,9252,0,2038,4,0,madrugada
AA,AEP,MAD,6358,0,2038,4,0,madrugada
IB,EZE,MAD,993,0,2038,4,0,madrugada
AA,GRU,MIA,1360,0,2038,4,0,madrugada
AA,GRU,AEP,2419,0,2038,4,0,madrugada
G3,GRU,MAD,9168,1,2038,4,0,madrugada
AA,GRU,MIA,8104,0,2038,4,0,madrugada
G3,AEP,GRU,5579,1,2038,4,0,mañana
IB,MAD,GRU,10490,0,2038,4,0,mañana
LA,MIA,AEP,11523,1,2038,4,0,mañana
AR,MIA,AEP,7398,1,2038,4,0,mañana
LA,EZE,AEP,4066,0,2038,4,0,mañana
IB,AEP,MIA,7342,0,2038,4,0,mañana
AR,AEP,GRU,5357,0,2038,4,0,tarde
LA,MIA,AEP,9531,0,2038,4,0,tarde
IB,AEP,MAD,5833,0,2038,4,0,tarde
IB,GRU,MIA,9504,0,2038,4,0,tarde
G3,EZE,MIA,2428,1,2038,4,0,tarde
AA,AEP,EZE,5918,1,2038,4,0,tarde
G3,AEP,MIA,3495,1,2038,4,0,noche
G3,MIA,AEP,1341,1,2038,4,0,noche
LA,GRU,MAD,11309,1,2038,4,0,noche
IB,AEP,GRU,11728,0,2038,4,0,noche
AA,GRU,AEP,5695,0,2038,4,0,madrugada
IB,GRU,EZE,6293,0,2038,4,0,madrugada
AR,AEP,GRU,8671,0,2038,4,0,madrugada
LA,AEP,MAD,4514,0,2038,4,0,madrugada
G3,MIA,GRU,6982,1,2038,4,0,madrugada
AA,MIA,EZE,3175,0,2038,4,0,madrugada
AA,EZE,GRU,6880,1,2038,4,0,madrugada
AA,MIA,AEP,920,0,2038,4,0,madrugada
AR,AEP,GRU,3202,0,2038,4,0,mañana
G3,EZE,MAD,6372,0,2038,4,0,mañana
AA,EZE,GRU,3957,0,2038,4,0,mañana
IB,EZE,GRU,8983,0,2038,4,0,mañana
AA,MIA,AEP,5294,0,2038,4,0,mañana
AA,AEP,GRU,6695,0,2038,4,0,mañana
AA,GRU,MIA,11772,1,2038,4,0,tarde
AR,GRU,MAD,9632,0,2038,4,0,tarde
G3,EZE,MIA,10833,1,2038,4,0,tarde
IB,GRU,MIA,8495,0,2038,4,0,tarde
LA,MIA,AEP,2520,0,2038,4,0,tarde
AA,EZE,GRU,11277,1,2038,4,0,tarde
G3,EZE,MAD,5263,1,2038,4,0,noche
AR,GRU,AEP,3853,1,2038,4,0,noche
IB,AEP,GRU,8939,1,2038,4,0,noche
G3,AEP,MAD,3191,1,2038,4,0,noche
AA,MAD,AEP,513,1,2038,4,0,madrugada
G3,AEP,MIA,4696,1,2038,4,0,madrugada
AR,MAD,AEP,615,0,2038,4,0,madrugada
LA,EZE,MAD,990,0,2038,4,0,madrugada
AR,GRU,MAD,10476,0,2038,4,0,madrugada
LA,EZE,MIA,6716,0,2038,4,0,madrugada
AA,EZE,MIA,6792,1,2038,4,0,madrugada
IB,MIA,AEP,548,0,2038,4,0,madrugada
AR,AEP,EZE,9779,1,2038,4,0,mañana
IB,EZE,AEP,11560,0,2038,4,0,mañana
AR,MIA,GRU,3719,0,2038,4,0,mañana
IB,GRU,MIA,5749,0,2038,4,0,mañana
LA,MIA,EZE,1421,0,2038,4,0,mañana
G3,MIA,MAD,2027,1,2038,4,0,mañana
G3,MIA,MAD,6554,1,2038,4,0,tarde
LA,GRU,MAD,11181,0,2038,4,0,tarde
LA,MAD,EZE,3092,0,2038,4,0,tarde
AA,EZE,AEP,10109,0,2038,4,0,tarde
AR,GRU,AEP,10120,0,2038,4,0,tarde
IB,EZE,AEP,6136,1,2038,4,0,tarde
LA,AEP,GRU,8767,1,2038,4,0,noche
IB,AEP,GRU,11474,1,2038,4,0,noche
AR,EZE,MIA,1200,0,2038,4,0,noche
IB,EZE,MIA,5386,1,2038,4,0,noche
G3,MAD,EZE,2313,1,2038,4,0,madrugada
AA,AEP,MIA,9305,0,2038,4,0,madrugada
AR,GRU,MAD,8382,0,2038,4,0,madrugada
AR,GRU,MIA,1899,0,2038,4,0,madrugada
AA,MIA,EZE,8358,0,2038,4,0,madrugada
AR,GRU,EZE,10318,0,2038,4,0,madrugada
AA,AEP,EZE,10246,1,2038,4,0,madrugada
LA,EZE,MIA,8984,0,2038,4,0,madrugada
LA,MAD,MIA,8641,0,2038,4,0,mañana
IB,EZE,MAD,3391,1,2038,4,0,mañana
G3,AEP,MIA,6697,1,2038,4,0,mañana
G3,AEP,GRU,9227,1,2038,4,0,mañana
AR,MIA,AEP,3955,0,2038,4,0,mañana
AR,GRU,MAD,3643,0,2038,4,0,mañana
IB,GRU,EZE,5491,0,2038,4,0,tarde
G3,MAD,EZE,10152,1,2038,4,0,tarde
LA,AEP,GRU,6865,0,2038,4,0,tarde
LA,EZE,AEP,7749,0,2038,4,0,tarde
AA,EZE,MIA,6382,0,2038,4,0,tarde
LA,EZE,MIA,7699,1,2038,4,0,tarde
G3,MAD,GRU,9436,0,2038,4,0,noche
AA,MIA,MAD,3975,1,2038,4,0,noche
AR,AEP,EZE,11187,1,2038,4,0,noche
IB,GRU,MIA,8165,0,2038,4,0,noche
G3,MAD,MIA,4361,1,2038,4,0,madrugada
LA,AEP,EZE,5712,0,2038,4,0,madrugada
AA,MAD,MIA,8798,1,2038,4,1,madrugada
LA,AEP,EZE,5992,0,2038,4,1,madrugada
AR,GRU,MIA,4562,0,2038,4,1,madrugada
LA,GRU,EZE,6535,1,2038,4,1,madrugada
LA,EZE,GRU,3936,1,2038,4,1,madrugada
IB,EZE,MAD,9521,0,2038,4,1,madrugada
LA,GRU,EZE,7191,1,2038,4,1,mañana
IB,MIA,GRU,4537,0,2038,4,1,mañana
AA,EZE,AEP,6644,1,2038,4,1,mañana
AR,EZE,GRU,2366,0,2038,4,1,mañana
IB,MIA,AEP,9305,0,2038,4,1,mañana
LA,MAD,MIA,7140,0,2038,4,1,mañana
AA,AEP,MIA,2058,0,2038,4,1,tarde
IB,MAD,MIA,3768,0,2038,4,1,tarde
IB,GRU,EZE,2233,0,2038,4,1,tarde
AA,EZE,MAD,1965,0,2038,4,1,tarde
AR,EZE,MIA,5134,0,2038,4,1,tarde
AA,GRU,EZE,11124,1,2038,4,1,tarde
AR,GRU,MAD,7245,1,2038,4,1,noche
AR,AEP,GRU,4573,1,2038,4,1,noche
LA,MAD,GRU,7178,1,2038,4,1,noche
IB,GRU,EZE,10135,0,2038,4,1,noche
AA,EZE,AEP,5064,0,2038,4,1,madrugada
AR,MIA,AEP,8936,0,2038,4,1,madrugada
AA,EZE,MAD,7282,1,2038,4,1,madrugada
IB,EZE,AEP,8686,0,2038,4,1,madrugada
AA,GRU,MAD,5200,0,2038,4,1,madrugada
G3,MAD,AEP,8045,1,2038,4,1,madrugada
AA,GRU,AEP,1508,0,2038,4,1,madrugada
AR,EZE,MAD,9725,0,2038,4,1,madrugada
LA,EZE,GRU,7750,0,2038,4,1,mañana
G3,GRU,AEP,4069,1,2038,4,1,mañana
LA,AEP,MIA,8832,0,2038,4,1,mañana
LA,MIA,MAD,9431,0,2038,4,1,mañana
IB,GRU,MIA,3656,0,2038,4,1,mañana
LA,GRU,AEP,9038,0,2038,4,1,mañana
LA,GRU,EZE,7650,0,2038,4,1,tarde
AA,GRU,EZE,11767,0,2038,4,1,tarde
G3,EZE,GRU,5315,1,2038,4,1,tarde
G3,AEP,EZE,8242,1,2038,4,1,tarde
AA,EZE,AEP,9919,0,2038,4,1,tarde
AR,GRU,AEP,7812,0,2038,4,1,tarde
G3,MAD,GRU,5187,1,2038,4,1,noche
G3,EZE,MAD,6114,1,2038,4,1,noche
G3,GRU,EZE,5757,1,2038,4,1,noche
IB,MIA,MAD,4314,0,2038,4,1,noche
G3,MIA,EZE,1514,1,2038,4,1,madrugada
AR,AEP,EZE,7161,0,2038,4,1,madrugada
G3,EZE,MIA,11898,1,2038,4,0,madrugada
AR,MIA,MAD,5552,0,2038,4,0,madrugada
G3,AEP,MAD,8242,1,2038,4,0,madrugada
AR,AEP,MAD,9251,0,2038,4,0,madrugada
AA,AEP,MIA,5747,0,2038,4,0,madrugada
G3,MIA,EZE,8350,1,2038,4,0,madrugada
AR,MAD,AEP,10369,0,2038,4,0,mañana
IB,AEP,EZE,1282,0,2038,4,0,mañana
IB,EZE,MIA,5193,0,2038,4,0,mañana
AA,AEP,GRU,5016,0,2038,4,0,mañana
LA,EZE,GRU,4139,0,2038,4,0,mañana
IB,EZE,MAD,11224,0,2038,4,0,mañana
G3,MAD,GRU,6549,1,2038,4,0,tarde
AA,GRU,EZE,7551,0,2038,4,0,tarde
AR,EZE,MIA,748,0,2038,4,0,tarde
AR,MAD,AEP,3859,0,2038,4,0,tarde
AR,EZE,MAD,8081,0,2038,4,0,tarde
AR,AEP,GRU,10771,1,2038,4,0,tarde
G3,AEP,MIA,9110,1,2038,4,0,noche
IB,AEP,MAD,9231,1,2038,4,0,noche
AR,MAD,MIA,7607,1,2038,4,0,noche
G3,MAD,EZE,3622,1,2038,4,0,noche
AA,GRU,EZE,9403,0,2038,4,0,madrugada
G3,MAD,EZE,1201,1,2038,4,0,madrugada
AA,MIA,EZE,11743,0,2038,4,0,madrugada
IB,MIA,AEP,2656,0,2038,4,0,madrugada
AR,GRU,MIA,7144,1,2038,4,0,madrugada
LA,GRU,MAD,8417,0,2038,4,0,madrugada
AA,AEP,MAD,5506,0,2038,4,0,madrugada
LA,MAD,GRU,1704,0,2038,4,0,madrugada
G3,MIA,GRU,3465,1,2038,4,0,mañana
G3,AEP,EZE,2762,1,2038,4,0,mañana
LA,EZE,GRU,7061,1,2038,4,0,mañana
IB,EZE,MAD,10610,0,2038,4,0,mañana
AR,EZE,MIA,919,0,2038,4,0,mañana
G3,MIA,EZE,6667,1,2038,4,0,mañana
LA,MIA,GRU,5462,0,2038,4,0,tarde
LA,AEP,GRU,8146,0,2038,4,0,tarde
AA,AEP,MAD,3201,0,2038,4,0,tarde
LA,GRU,MAD,5918,0,2038,4,0,tarde
LA,EZE,MIA,11223,0,2038,4,0,tarde
AA,MAD,EZE,2586,1,2038,4,0,tarde
AA,MAD,GRU,8095,1,2038,4,0,noche
G3,EZE,GRU,1302,1,2038,4,0,noche
IB,MAD,GRU,663,0,2038,4,0,noche
G3,MIA,MAD,11889,1,2038,4,0,noche
IB,MIA,MAD,7189,0,2038,4,0,madrugada
AR,GRU,EZE,2949,0,2038,4,0,madrugada
AA,AEP,MAD,9530,0,2038,4,0,madrugada
G3,GRU,EZE,9549,1,2038,4,0,madrugada
AA,GRU,AEP,6527,0,2038,4,0,madrugada
AA,EZE,MIA,9546,0,2038,4,0,madrugada
IB,EZE,AEP,7813,0,2038,4,0,madrugada
LA,GRU,AEP,5330,1,2038,4,0,madrugada
LA,MIA,MAD,11514,0,2038,4,0,mañana
AA,MAD,EZE,5288,0,2038,4,0,mañana
G3,AEP,GRU,5127,1,2038,4,0,mañana
G3,MAD,EZE,2545,1,2038,4,0,mañana
IB,MAD,EZE,762,0,2038,4,0,mañana
AR,MAD,EZE,7717,0,2038,4,0,mañana
G3,GRU,AEP,5131,1,2038,4,0,tarde
AR,EZE,AEP,2840,0,2038,4,0,tarde
AA,MAD,MIA,1277,0,2038,4,0,tarde
IB,MIA,GRU,8691,0,2038,4,0,tarde
IB,EZE,GRU,5066,0,2038,4,0,tarde
AA,MIA,AEP,4617,0,2038,4,0,tarde
AA,MAD,AEP,6647,1,2038,4,0,noche
AR,MIA,EZE,4431,1,2038,4,0,noche
G3,GRU,MIA,5419,1,2038,4,0,noche
G3,GRU,AEP,3934,1,2038,4,0,noche
LA,MAD,MIA,3399,0,2038,4,0,madrugada
AR,MIA,AEP,2639,0,2038,4,0,madrugada
IB,MIA,EZE,5257,0,2038,4,0,madrugada
AR,MAD,AEP,2675,0,2038,4,0,madrugada
AR,AEP,GRU,1722,0,2038,4,0,madrugada
AA,MIA,AEP,6957,1,2038,4,0,madrugada
AA,AEP,GRU,5156,1,2038,4,0,madrugada
AA,MAD,MIA,11496,0,2038,4,0,madrugada
AA,MAD,MIA,2579,0,2038,4,0,mañana
AA,MIA,AEP,6865,0,2038,4,0,mañana
AR,MIA,EZE,2467,1,2038,4,0,mañana
AA,GRU,EZE,2585,1,2038,4,0,mañana
G3,MIA,AEP,5789,1,2038,4,0,mañana
G3,EZE,MIA,8706,1,2038,4,0,mañana
LA,MAD,EZE,5364,0,2038,4,0,tarde
G3,GRU,AEP,1233,1,2038,4,0,tarde
LA,AEP,MIA,5347,0,2038,4,0,tarde
G3,GRU,MIA,5395,1,2038,4,0,tarde
IB,GRU,AEP,10116,0,2038,4,0,tarde
LA,MIA,AEP,9022,1,2038,4,0,tarde
AR,AEP,MIA,4540,1,2038,4,0,noche
AA,GRU,EZE,983,1,2038,4,0,noche
LA,MAD,EZE,6839,0,2038,4,0,noche
G3,MIA,EZE,2325,1,2038,4,0,noche
AR,MIA,GRU,2819,0,2038,4,0,madrugada
G3,MIA,GRU,6159,1,2038,4,0,madrugada
AR,EZE,MIA,11308,0,2038,4,0,madrugada
G3,EZE,MAD,5375,1,2038,4,0,madrugada
AA,EZE,MIA,3520,0,2038,4,0,madrugada
IB,MIA,EZE,10511,0,2038,4,0,madrugada
G3,MIA,AEP,8594,1,2038,4,0,madrugada
G3,AEP,GRU,5655,1,2038,4,0,madrugada
LA,AEP,GRU,4862,0,2038,4,0,mañana
AA,MAD,MIA,8160,0,2038,4,0,mañana
AR,EZE,MIA,8475,0,2038,4,0,mañana
LA,MIA,EZE,11639,0,2038,4,0,mañana
AA,MAD,MIA,8536,0,2038,4,0,mañana
AA,MAD,AEP,8282,0,2038,4,0,mañana
LA,MAD,GRU,5720,0,2038,4,0,tarde
AR,AEP,EZE,5985,0,2038,4,0,tarde
IB,EZE,AEP,2716,0,2038,4,0,tarde
LA,MAD,GRU,3001,0,2038,4,0,tarde
G3,MAD,GRU,1575,1,2038,4,0,tarde
IB,EZE,AEP,4398,1,2038,4,0,tarde
AR,GRU,MAD,3628,1,2038,4,0,noche
AR,MAD,EZE,7618,1,2038,4,0,noche
LA,MIA,MAD,6209,1,2038,4,0,noche
LA,AEP,MIA,10202,0,2038,4,0,noche
IB,MIA,MAD,8902,0,2038,4,0,madrugada
IB,MAD,MIA,5588,0,2038,4,0,madrugada
G3,GRU,EZE,10152,1,2038,4,1,madrugada
G3,EZE,GRU,9930,0,2038,4,1,madrugada
G3,AEP,MAD,4070,1,2038,4,1,madrugada
IB,EZE,MIA,4925,0,2038,4,1,madrugada
AA,AEP,MIA,8480,0,2038,4,1,madrugada
IB,EZE,MIA,1244,1,2038,4,1,madrugada
G3,AEP,MAD,3189,1,2038,4,1,mañana
AA,EZE,GRU,8771,0,2038,4,1,mañana
G3,EZE,MAD,9665,1,2038,4,1,mañana
AA,EZE,MIA,8003,0,2038,4,1,mañana
AR,GRU,AEP,7865,0,2038,4,1,mañana
IB,AEP,EZE,3184,0,2038,4,1,mañana
AR,GRU,MIA,1461,0,2038,4,1,tarde
LA,GRU,MIA,8980,0,2038,4,1,tarde
AR,EZE,MIA,10978,0,2038,4,1,tarde
AR,GRU,EZE,4275,0,2038,4,1,tarde
LA,EZE,MAD,3951,0,2038,4,1,tarde
IB,AEP,EZE,8380,1,2038,4,1,tarde
G3,MAD,EZE,7156,1,2038,4,1,noche
IB,MAD,MIA,10794,1,2038,4,1,noche
G3,MIA,MAD,7706,1,2038,4,1,noche
LA,MAD,EZE,4771,0,2038,4,1,noche
AA,MIA,MAD,8152,0,2038,4,1,madrugada
LA,EZE,MAD,8704,1,2038,4,1,madrugada
IB,EZE,GRU,9969,0,2038,4,1,madrugada
AA,MAD,EZE,10307,0,2038,4,1,madrugada
LA,GRU,AEP,8153,0,2038,4,1,madrugada
IB,MAD,EZE,11164,0,2038,4,1,madrugada
AA,AEP,MAD,5602,0,2038,4,1,madrugada
IB,AEP,MIA,988,0,2038,4,1,madrugada
LA,MAD,MIA,8065,0,2038,4,1,mañana
AR,MIA,EZE,7459,0,2038,4,1,mañana
AR,AEP,MIA,8698,0,2038,4,1,mañana
LA,AEP,GRU,3876,0,2038,4,1,mañana
G3,EZE,MIA,2310,1,2038,4,1,mañana
IB,AEP,GRU,9490,0,2038,4,1,mañana
LA,MIA,MAD,6323,0,2038,4,1,tarde
AR,MIA,EZE,1708,1,2038,4,1,tarde
IB,MAD,GRU,2338,0,2038,4,1,tarde
G3,AEP,MAD,4666,1,2038,4,1,tarde
AR,MAD,AEP,11858,0,2038,4,1,tarde
AA,GRU,MIA,11538,1,2038,4,1,tarde
G3,AEP,EZE,2760,1,2038,4,1,noche
IB,GRU,MAD,950,1,2038,4,1,noche
AR,GRU,EZE,1873,1,2038,4,1,noche
IB,GRU,AEP,1320,0,2038,4,1,noche
AR,EZE,AEP,7439,0,2038,4,1,madrugada
AR,MAD,AEP,4162,0,2038,4,1,madrugada
AA,MIA,GRU,6310,0,2038,4,0,madrugada
AA,EZE,AEP,1925,0,2038,4,0,madrugada
AR,AEP,MAD,3148,0,2038,4,0,madrugada
AA,MIA,AEP,9500,0,2038,4,0,madrugada
AA,MAD,GRU,1460,0,2038,4,0,madrugada
G3,EZE,AEP,868,0,2038,4,0,madrugada
AA,EZE,MIA,6202,0,2038,4,0,mañana
G3,EZE,GRU,9989,0,2038,4,0,mañana
LA,MIA,GRU,8679,0,2038,4,0,mañana
G3,AEP,EZE,8832,1,2038,4,0,mañana
G3,MAD,GRU,5034,1,2038,4,0,mañana
